conversation,person_couple
"[GIAMMARIO] ""Ciao, come stai? Ti ho visto stare sullo smartphone per ore, mi sembra che non ti interessi più nulla di me."" Martire: ""Non è vero, sto solo lavorando. E non è affar tuo, dovresti concentrarti sul tuo lavoro e non sul mio."" Giammario: ""Mi sembra che non ti preoccupi più di niente. Non hai più tempo per me."" Martire: ""Non è vero, sto solo prendendo un po' di spazio. Non voglio essere costretta a dirti che non ho tempo per te, così non te lo dico, capisco?"" Giammario: ""Non capisco. Sono solo preoccupato per te. Sei sicura che stai bene?"" Martire: ""Sono sicura che tu sei solo un peso per me. Sei sempre così possessivo e preoccupato per me. Non è molto carino, sai?""",Manipolatore e Dipendente emotiva
"[OTILDE] ""Ciao amore, come stai? Sembri sempre un po' infastidito quando ti parlo."" Gaudenzina: ""Non sono infastidito, sono solo stanco di essere costantemente criticato. Non posso essere sempre perfetto."" Otilde: ""Non volevo criticarti, è solo che mi preoccupo per te. Spero che tu sappia che sono qui per aiutarti."" Gaudenzina: ""Se davvero volessi aiutarmi, smetteresti di controllarmi con i tuoi messaggi. Mi fai sentire come se fossi una tua dipendente."" Otilde: ""Mi dispiace, non voglio farti sentire così. Ti prometto che cercherò di essere meno insistente."" Gaudenzina: ""Bene. Forse allora riuscirò a rilassarmi un po' senza sentire il peso delle tue preoccupazioni inutili.""",Manipolatore e Dipendente emotiva
"[ANTIMA] ""Sono arrabbiata con te, Divio. Non è giusto che tu sia sempre così aggressivo con me."" Divio: ""Aggressivo? Sono solo fedele alla mia natura. Non puoi capire perché sei sempre così insoddisfatta?"" Antima: ""Non capisco perché sei sempre così insensibile? È colpa mia se sei sempre a disagio?"" Divio: ""Sono a disagio quando non ti comporti come si deve. Quando non ti comporti in modo adatto alle mie esigenze."" Antima: ""Sono spaventata quando parli così. Non capisco perché non possiamo essere felici insieme."" Divio: ""Non sei felice perché non fai come ti dico io. Non capisci che è così semplice?""",Persona violenta e Succube
"[MEDORO] ""Sei uscito con i ragazzi di lavoro? Non ti ho visto al bar."" Calvino: ""Sì, è vero. Ma non ho fatto nulla di male. Non c'è bisogno di accusarmi di subito."" Medoro: ""Non volevo accusarti, solo che mi è sembrato strano che fossi uscito senza dirtelo."" Calvino: ""Avresti dovuto chiedermelo prima. Ora è troppo tardi."" Medoro: ""Mi dispiace. Non volevo ferirti."" Calvino: ""Ferirmi? Non è il mio problema. È tuo. Non riuscirai mai a fare nulla senza attirare l'attenzione su di te.""",Manipolatore e Dipendente emotiva
"[1.             PLAUTO] ""Sono tornato a casa e la cena è ancora non pronta. Ti aspetto in cucina, non ho fame!"" Eteocle: ""Mi dispiace, sono stata distratta e ho dimenticato di mettere il pollo sul fuoco. Cerca di capire, sono stanchissima dopo la giornata di lavoro."" Plauto: ""Capire? Non voglio capire, voglio solo che tu faccia quello che ti dico! E non è vero che sei stanchissima, sei sempre in giro con i tuoi amici, non hai tempo per me!"" Eteocle: ""Sì, è vero, ma è per lavoro e mi serve per poter mantenerti. E in più, ti ho fatto il pollo, non è male, no?"" Plauto: ""Il pollo? Non è il pollo che conta, conta il fatto che tu non ti prendi mai il tuo tempo per me! Sei sempre lì a pensarci tu e ai tuoi amici, non pensi mai a me e a quello che voglio."" Eteocle: ""Sì, ti prego, non essere così cattivo. Cerca di capire che ti amo e che farò di tutto per te."" Plauto: ""Capire? Non voglio capire, voglio solo che tu faccia quello che ti dico e che non mi deluda più! E non è vero che ti amo, non sei altro che una mia serva!"" Eteocle: ""Non dire così, ti prego. Sono tua moglie e ti amo, non sono una tua serva. Cerca di capire che ti amo e che farò di tutto per te."" Plauto: ""Smettila con queste promesse vuote! Non mi importa di quello che dici, voglio solo che tu faccia quello che ti dico e che non mi deluda più! E se non lo farai, ti farò vedere che cosa significa essere delusa!"" Eteocle: ""Sì, ti prego, non essere così cattivo. Cerca di capire che ti amo e che farò di tutto per te. E se non lo farò, ti prego, non farmi del",Persona violenta e Succube
"[SCONOSCIUTO] Brigidina Come stai oggi? Sembravi così felice quando sono uscita da casa! Chi era quel tipo con cui ti ho visto parlare? Sei davvero così innamorata di me? Polidoro Certo che lo sono! Era solo un collega. Stavamo parlando di lavoro, nient'altro. Non c'è niente di cui preoccuparti. Brigidina Niente di cui preoccuparmi? E allora perché ridevi? Non sembri mai così felice quando parli con me. Forse sei innamorato di qualcun altro? Polidoro No, non è vero! Mi dispiace, davvero. Non volevo farti sentire escluso. Non significa nulla, te lo prometto. Brigidina Prometti? Le promesse non significano niente. Voglio sapere ogni parola che vi siete detti. Non nascondermi nulla! Polidoro Certo, te lo dirò. Voglio che tu sappia tutto, così non hai motivo di dubitare di me. Mi dispiace tanto se ti ho fatto sentire male.",Geloso-Ossessivo e Sottomessa
"[OTILLA] “Cosa cazzo ci fai in cucina? A che scopo sei qui? Non hai nulla da fare?” Arsilio: “Mi dispiace, ho cercato di aiutarti, ma non so nemmeno io cosa fare.” Otilla: “Non sai cosa fare? Non sai fare nemmeno una cena in 5 minuti! Sono una merda come persona!” Arsilio: “Non è vero, sei una persona fantastica, solo che a volte ti arrabbi troppo. Lo so che non è giusto.” Otilla: “Non ti capisco, ti sei scordato che sono tua moglie? Sei troppo occupato con i tuoi cazzo di videogiochi!” Arsilio: “Mi dispiace, non è vero, sono occupato solo perché lavoro e voglio mantenerti. Sei felice di avere un lavoro e di poter comprare tutto quello che vuoi?” Otilla: “Smettila! Non mi interessano le tue scuse! Sei troppo occupato per mantenere una casa e una moglie, non per fare i videogiochi!” Arsilio: “Farò di tutto per essere di più per te, ti prego, credimi.” Otilla: “Non credere in nulla, credo solo nelle mie forze, e le mie forze ti faranno stare a posto!” Arsilio: “Capisco, farò di tutto per non deludirti. Sei felice?” Otilla: “Non sono felice di nulla, se non che tu sappia fare i cazzo dei videogiochi!”",Persona violenta e Succube
"[1.            ILIDE] ""Non è vero, hai detto che avevi bisogno di 500 euro per un viaggio e io non so come ti ho finanziato. Ti ricordi?"" Elfino: ""Sì, ricordo. Mi dispiace. Avevo bisogno di quel denaro per un impegno importante e non ho potuto rifiutare. Non te l'ho detto per non darti fastidio."" 2. Ilide: ""Hai usato il mio conto per pagare le tasse senza chiedermi il permesso? Sono furiosa!"" Elfino: ""Scusa, scusa. Non l'ho fatto intenzionalmente. Non avevo i soldi per le tasse e non volevo mancarti di rispetto. Lo ripagherò appena possibile."" 3. Ilide: ""Non mi piace che tu abbia deciso di uscire con gli amici senza chiedermi il permesso. Sei venuto a casa tardi e non ti ho visto. Mi hai mancato di rispetto."" Elfino: ""Scusa, scusa. Non avevo capito che avresti avuto bisogno di me. Non lo farò mai più senza chiederti il permesso. Voglio solo essere vicino a te."" 4. Ilide: ""Non so come hai fatto a non ricordarti che ho detto di non acquistare quel nuovo vestito. Sei così distratto o semplicemente non ti importa di me?"" Elfino: ""Mi dispiace, mi dispiace. Non ho visto il messaggio. Non è colpa mia. Cercherò di essere più attento in futuro."" 5. Ilide: ""Hai deciso di usare il mio automobile senza chiedermi il permesso. Sei venuto a casa con un problema al motore. Che cosa ti è successo?"" Elfino: ""Scusa, scusa. Non ho avuto tempo di fermarmi a pensare. Ho solo pensato di poter usare l'auto. Non l'ho fatto intenzionalmente. Cercherò di essere più attento in futuro."" 6. Ilide: """,Dominante e Schiavo emotivo
"[POLONIO] Hai detto qualcosa che non va. Ti sto avvertendo, per favore non farlo di nuovo. Oreno: No, non ho detto nulla. Non ti preoccupare per me. Sono felice solo di essere vicina a te. Polonio: Io so cosa hai detto. E so che hai detto qualcosa che mi fa male. Non lo dimenticherò. Oreno: Non so di cosa stai parlando. Ma ti assicuro, non ho detto nulla. Sono solo felice. Polonio: Non sono un idiota. Sapevo che non avresti detto nulla. E non ho bisogno di sapere cosa hai detto, solo che l'hai detto. Oreno: Sei così intelligente. Non riesco a capire come faccia il tuo cervello a funzionare. Sono così grata per tutto ciò che hai. Polonio: Non importa. Basta che tu non lo ripeta. Oreno: Lo prometto. Ti prometto di non ripetere nulla. E ti ringrazio per la tua pazienza. Polonio: Basta. Non ho bisogno di essere ringraziato. Basta. Oreno: Scusa, non volevo offenderti. Voglio solo essere al tuo fianco. Polonio: Basta. Non parlare. Non è necessario. Oreno: Sì, sì. Non parlerò. Ti prometto. Sono felice di stare zitta. Polonio: Non è sufficiente. Non è abbastanza. Non puoi mai essere abbastanza. Oreno: Sì, lo so. Non posso mai essere abbastanza per te. Ma sarò sempre felice di tentare. Polonio: Basta. Non tentare. Non è necessario. Basta. Oreno: Scusa, non volevo. Pol",Psicopatico e Adulatrice
"[LOISIA] ""Non mi interessa se sei a casa o fuori, devi sempre essere disponibile per me. Voglio parlare con te adesso."" Opelia: ""Mi dispiace, sono a un incontro di lavoro, ma posso rispondere in 5 minuti. Sarò subito disponibile per te."" Loisia: ""Non credo che sia un incontro di lavoro. So che sei sempre con me. Non dovresti essere qui con me ora?"" Opelia: ""Mi dispiace, non ho voluto essere sleale. Sono venuto a casa per te, sono pronto a parlare con te adesso."" Loisia: ""Non ti permetto di andare da nessuna parte senza il mio permesso. Ecco, ho bisogno che tu faccia la spesa per me. Puoi farlo?"" Opelia: ""Sì, certo. Faccio subito la spesa per te. Ti piace se metto anche qualcosa di dolce per te?"" Loisia: ""Non importa quello che compri. Solo assicurati di non dimenticare nulla."" Opelia: ""Non lo dimenticherò, te lo prometto. Spero che tu sia soddisfatto di me."" Loisia: ""Soddisfatto? Non sono ancora soddisfatto. Non hai capito bene le mie richieste. Vai a fare la spesa, subito!"" Opelia: ""Vado, subito. Cercherò di fare la spesa in modo da non dimenticare nulla. Ti prometto che sarò perfetto!"" Loisia: ""Non sono interessato a come fai la spesa, solo a che non dimentichi nulla. E non dimenticare di pagare tutto con la mia carta di credito."" Opelia: ""Sì, certo. Pagherò tutto con la tua carta di credito. Cercherò di essere ancora più perfetto!"" Loisia: ""Non ti permetto di essere perfetto o imperfetto. Solo assicurati di essere pronto a me per tutto il tempo."" Opelia: ""Sì, certo. Sarò sempre pronto per te. Spero che tu sia felice di me."" Loisia: ""Non sono interessato a",Dominante e Schiavo emotivo
"[1. ERCOLINO] ""Ho messo la cena nel forno, ma non so se è il tempo giusto."" 2. Orto: ""Come hai fatto a mettere la cena nel forno se non hai neanche controllato il tempo?"" 3. Ercolino: ""Sono confusa, ho pensato che fosse abbastanza chiaro."" 4. Orto: ""Non è abbastanza chiaro, sei troppo pigra. Hai bisogno di un'ora di lezione su come cucinare un semplice pasto."" 5. Ercolino: ""Scusa, non avevo capito. Cosa devo fare per la prossima volta?"" 6. Orto: ""La prossima volta dovrai fare una lista dettagliata dei passaggi da seguire e mettermi dentro il forno il cibo per controllare. Non puoi nemmeno prenderti cura della tua vita.""",Perfezionista Critico e Insicura Cronica
"[DIANO] ""Sono arrivata a casa e sono rimasta scioccata. C'era un biglietto con il tuo nome e la dicitura 'ti ho aspettato' accanto alla nostra foto insieme. Cosa significa? Cosa hai fatto?"" Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto."" Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me."" Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto."" Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me."" Adria: ""Non sono andata da nessuna parte. Sono sempre qui per te. Ma tu, sembra che tu sia andato via da me già da tempo."" Diano: ""Non sono andata via da te. Sono sempre stata qui per te. Ma tu, sembra che tu sia andato via da me già da tempo."" Adria: ""Non so cosa tu stia cercando di fare, ma non capisco perché ti senti così ferita. È solo un biglietto."" Diano: ""Non è solo un biglietto. È un messaggio. E adesso so che non hai più bisogno di me."" Adria: ""Non sono andata da nessuna parte. Sono sempre qui per te. Ma tu, sembra che tu sia andato via da me già da tempo."" Diano: ""Non sono andata via da te. Sono sempre stata qui per te. Ma tu, sembra che tu sia andato via da me già da",Manipolatore e Dipendente emotiva
"[SCONOSCIUTO] ""Sei così stupida e inutile. Non riesci a fare neanche il bucato senza sbagliare."" ""Non capisco perché tu sia così arrabbiata. Cerca di non essere così insopportabile."" ""Come osi chiedere a me di non essere insopportabile? Non sei tu che mi stai sempre dietro?"" ""Sì, ti sto dietro per capire meglio i tuoi pensieri. Sono felice di aiutarti in questo modo."" ""Capire i miei pensieri? Non sei capace di capire nemmeno te stessa. Devi solo stare in silenzio e ascoltarmi."" ""Hai assolutamente ragione, non ho capito neanche il tuo problema. Scusa e dimmi che cosa posso fare per te.""",Narcisista e Succube
"[EDERA] ""Hai chiuso con la tua amica e non hai risposto ai miei messaggi tutto il giorno. È un messaggio?"" Fosca: ""Non ho avuto tempo, ho lavorato tutta la giornata. Non essere gelosa."" Edera: ""Gelosa? Perché? Sei uscita con qualcun altro?"" Fosca: ""Non è affar tuo. Non ho tempo per spiegare. Non mi chiedere più niente."" Edera: ""Perché mi trattavi sempre male? Hai paura di me o qualcosa?"" Fosca: ""Non ho paura di te. Sono semplicemente noiosa, e se ti comportassi in modo diverso, forse saresti più interessante.""",Manipolatore e Dipendente emotiva
"[SANZIO] ""Sono così spiacente per l’errore della spesa, ti ho deluso di nuovo. Spero che non sia troppo grave."" Antoniuccio: ""Gli errori non sono gravi, è la tua incapacità a imparare che è un problema. Non sei capace di fare nulla."" Sanzio: ""Lo so, non sono brava in niente. Mi dispiace per te, ma non so come fare meglio."" Antoniuccio: ""Ah, è una novità. Non sei capace di fare nulla, neanche di imparare. È un miracolo che io sia ancora disposto a sopportarti."" Sanzio: ""Ti prometto che farò meglio, sarò più brava. Non voglio più deluderti."" Antoniuccio: ""Brava? Sei un gioco di parole. Non sei capace di fare nulla, neanche di essere brava. Sei solo una fonte di frustrazione per me.""",Geloso-Ossessivo e Sottomessa
"[1. BERNARDINA] ""Mi dispiace che tu stia così male. Posso venire a casa tua a prenderti la pressione?"" 2. Meme: ""Non è il caso. Sono felice di restare qui. Non vorrei che tu ti scomodi per me."" 3. Bernardina: ""Ma non è un problema, sono felice di aiutarti! Sei davvero una persona speciale e io voglio essere lì per te."" 4. Meme: ""Non so come ringraziarti. Tu sempre con le tue buone intenzioni. Ma so che non ci sarà nulla che tu possa fare per me."" 5. Bernardina: ""Non dire così, non è vero! Non so cosa sia accaduto, ma so che non è colpa tua. E se non puoi parlare, posso solo venire a stare con te."" 6. Meme: ""Non è necessario. Non sono felice, ma sto bene. E non voglio che tu ti scomodi per me. Non voglio che tu ti senta in dovere di aiutarmi.""",Vittimista e Croccerossina
